;Unnamed: 0;brand;name;spec_rating;processor;CPU;Ram;Ram_type;ROM;ROM_type;GPU;display_size;resolution_width;resolution_height;price;OS;warranty
828;913;HP;14-em0026AU Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;46990;Windows 11 OS;a
829;914;Asus;Vivobook 16X 2023 K3605ZU-MB741WS Laptop;77;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA Geforce RTX 4050;16;1920;1200;94990;Windows 11 OS;a
830;915;MSI;GF75 Thin 10SCXR-007IN Laptop;67;10th Gen Intel Core i7 10750H ;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;17,3;1920;1080;83500;Windows 10  OS;a
831;916;MSI;Cyborg 15 A12VE-051IN Gaming Laptop;73;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;91990;Windows 11 OS;b
832;917;MSI;Cyborg 15 A12VF-049IN Gaming Laptop;78;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;15,6;1920;1080;111990;Windows 11 OS;b
833;918;HP;250 G9 701H5PA Laptop;66;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;67990;Windows 11 OS;a
834;919;Lenovo;Thinkpad E14 21E3S06300 Laptop;62;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe;14;1920;1080;67999;DOS OS;a
835;920;Lenovo;?ThinkPad E14 Gen 4 21E3S06Q00 Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD;14;1920;1080;46200;DOS OS;a
836;921;Dell;Vostro 5620 Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD;16;1920;1080;52998;Windows 11  OS;a
837;922;Dell;Vostro 3525 D560926WIN9B Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;45499;Windows 11 OS;a
838;923;Lenovo;?ThinkPad E14 Gen 4 21E3S06D00 Laptop;62;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD;14;1920;1080;49999;Windows 11 OS;a
839;924;Acer;Aspire 3 A315-510P Laptop;69;Intel Core i3 N305;Octa Core, 8 Threads;8GB;DDR4;256GB;SSD;Intel UHD Graphics;15,6;1920;1080;29980;Windows 11 OS;a
840;925;Dell;Inspiron 16 5635 Laptop;60;7th Gen Amd Ryzen 5 7530U;Hexa Core, 12 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon Graphics;16;1920;1200;57290;Windows 11 OS;a
841;927;HP;Pavilion 14-dv1043TU Laptop;62;11th Gen Intel Core i5 1155G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;14;1920;1080;58990;Windows 11 OS;a
842;928;Razer;Blade 14 2023 Gaming Laptop;85;7th Gen Amd Ryzen 9 7940HS;Octa Core, 16 Threads;32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;14;2560;1600;199990;Windows 11 OS;a
843;930;MSI;Bravo 15 C7UDXK-092IN Gaming Laptop;70;7th Gen AMD Ryzen 7 7735HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 3050;15,6;1920;1080;79990;Windows 11 OS;b
844;931;MSI;Bravo 15 C7UDXK-093IN Gaming Laptop;69;7th Gen AMD Ryzen 5 7535HS;Hexa Core, 12 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 3050;15,6;1920;1080;78990;Windows 11 OS;b
845;932;Acer;Aspire 5 A514-56M 2023 Gaming Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;51990;Windows 11 OS;a
846;933;MSI;Bravo 17 C7VFK-034IN Gaming Laptop;78;7th Gen AMD Ryzen 7 7735HS;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;8GB Nvidia GeForce RTX 4060;17,3;1920;1080;104990;Windows 11 OS;a
847;934;MSI;Bravo 15 C7VFK-087IN Gaming Laptop;78;7th Gen AMD Ryzen 7  7735HS;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;8GB Nvidia GeForce RTX 4060;15,6;1920;1080;104990;Windows 11 OS;a
848;935;Acer;One 14 2023 Z8-415 ?Laptop;69;11th Gen Intel Core i5  1135G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;39990;Windows 11 OS;a
849;936;MSI;Thin GF63 11UCX-1441IN Gaming Laptop;71;11th Gen Intel Core i7 11800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;59990;Windows 11 OS;b
850;937;MSI;Thin GF63 11UCX-1471IN Gaming Laptop;66;11th Gen Intel Core i5 11260H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;47990;Windows 11 OS;b
851;938;Asus;Vivobook 15 X1504ZA-NJ521WS Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Integrated Intel Iris Xe Graphics;15,6;1920;1080;47890;Windows 11 OS;a
852;939;MSI;Bravo 15 C7VEK-089IN Gaming Laptop;75;7th Gen AMD Ryzen 5 7535HS;Hexa Core, 12 Threads;16GB;DDR5;512GB;SSD;6GB Nvidia GeForce RTX 4050;15,6;1920;1080;85490;Windows 11 OS;a
853;940;MSI;Bravo 15 C7VEK-088IN Gaming Laptop;77;7th Gen AMD Ryzen 7  7735HS;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;6GB Nvidia GeForce RTX 4050;15,6;1920;1080;94990;Windows 11 OS;a
854;941;MSI;Bravo 17 C7VEK-035IN Gaming Laptop;77;7th Gen AMD Ryzen 7 7735HS;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;6GB Nvidia GeForce RTX 4050;17,3;1920;1080;95490;Windows 11 OS;a
855;942;HP;255 G9 7M654PA Laptop;63;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1366;768;54999;Windows 11 OS;a
856;943;Lenovo;ThinkPad T14 2022 Laptop;72;12th Gen Intel Core i7 1260P;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;159000;Windows 11 OS;a
857;944;Dell;Inspiron 5620 ICC-C783531WIN8 Laptop;70;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;2GB NVIDIA GeForce MX570;16;1920;1080;80610;Windows 11  OS;a
858;946;MSI;Prestige 13 Evo A12M-085IN Laptop;66;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;8GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;13,3;1920;1200;77990;Windows 11 OS;b
859;947;Dell;XPS 17 9730 Laptop;69;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;17;3840;2400;303490;Windows 11 OS;a
860;948;Dell;XPS 13 Plus 9320 2023 Laptop;82;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;32GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;13,4;3840;2400;201990;Windows 11 OS;a
861;949;Dell;XPS 9530 2023 Laptop;88;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;6GB NVIDIA RTX 4050;15,6;3456;2160;278290;Windows 11 OS;a
862;950;Lenovo;Legion Pro 7i 2023 Gaming Laptop;82;13th Gen Intel Core i9 13900HX;24 Cores (8P + 16E), 32 Threads;32GB;DDR5;1TB;SSD;12GB NVIDIA Geforce RTX 4080;16;2560;1600;286200;Windows 11 OS;a
863;951;Lenovo;Legion Slim 7i 2023 Gaming Laptop;71;13th Gen Intel Core i5 13500H ;12 Cores (4P + 8E), 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA Geforce RTX 4060;16;3200;2000;157544;Windows 11 OS;a
864;952;Lenovo;Legion Pro 5 82WM00B5IN 2023 Gaming Laptop;77;7th Gen AMD Ryzen 7 7745HX;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA Geforce RTX 4060;16;2560;1600;140990;Windows 11 OS;a
865;953;Lenovo;Thinkpad E14 G4 21E3S02M00 Laptop;75;12th Gen Intel Core i7 1255U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;133000;Windows 11 OS;a
866;954;Lenovo;Thinkpad E14 G4 21E3006UIG Laptop;63;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;72500;DOS OS;a
867;955;LG;Gram 14 2023 14Z90R Laptop;70;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;8GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1200;1920;127000;Windows 11 OS;a
868;956;LG;Gram 17 2023 17Z90R-G.CH77A2 Laptop;76;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;4GB Nvidia RTX 3050;17;1600;2560;146990;Windows 11 OS;a
869;957;LG;Gram 16 2023 16Z90R Laptop;76;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;4GB Nvidia RTX 3050;16;1600;2560;142990;Windows 11 OS;a
870;958;LG;Gram 2 in 1 16 Laptop;72;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;8GB;LPDDR5;256GB;SSD;Intel Iris Xe Graphics ;16;1600;2560;205000;Windows 11 OS;a
871;959;LG;UltraPC 16 16U70R-G.AH76A2 Laptop;75;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon 7 Graphics;16;1920;1200;89799;Windows 11 OS;a
872;960;Lenovo;Thinkbook 14 Gen 4 Laptop;62;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;1TB;SSD;Integrated Intel UHD Graphics;14;1920;1080;63999;Windows 11 OS;a
873;961;Dell;Inspiron 3525 D560927WIN9S Laptop;69;5th Gen AMD Ryzen 5  5500u;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon;15,6;1920;1080;43490;Windows 11 OS;a
874;962;AXL;Vayu Book LAP01 Laptop;69;Intel Celeron  N4020;Dual Core, 2 Threads;4GB;DDR4;128GB;SSD;Intel Integrated UHD Graphics;14,1;1920;1080;12990;Windows 11 OS;a
875;963;AXL;Vayu Book LAP02 Laptop;69;Intel Celeron  N4020;Dual Core, 2 Threads;4GB;DDR4;256GB;SSD;Intel Integrated UHD Graphics;15,6;1920;1080;15990;Windows 11 OS;a
876;964;MSI;Modern 14 C12M-444IN Laptop;62;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;16GB;DDR4;512GB;SSD;Intel Integrated UHD;14;1920;1080;36990;Windows 11 OS;a
877;965;Asus;Vivobook 14X 90NB11H2-M004D0 Laptop;69;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;14;1920;1200;63990;Windows 11 OS;a
878;966;Lenovo;S14 82TW0019IH Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Integrated Intel UHD Graphics;14;1920;1080;45990;Windows 11 OS;a
879;967;Lenovo;V15 G2 ALC 82KDA01YIH Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;34990;DOS OS;a
880;968;Lenovo;ThinkBook 15 G3 ACL 21A4A08VIH Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;41490;Windows 11 OS;a
881;969;Asus;Vivobook Pro 15 M6500QF-HN741WS  Laptop;64;5th Gen AMD Ryzen 7 5800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;64990;Windows 11 OS;a
882;970;HP;Victus 16 7K4J6PAACJ Laptop;70;11th Gen Intel Core i5 11400H ;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650 ;16,1;1920;1080;57990;Windows 11 OS;a
883;971;Acer;Aspire 7 A715-76G UN.QMESI.003 Gaming Laptop;69;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;54990;Windows 11 OS;a
884;972;Dell;Alienware x14 R2 Gaming Laptop;72;13th Gen Intel Core i7 13620H;10 Cores (6P + 4E), 16 Threads;16GB;LPDDR5;1TB;SSD;6GB NVIDIA GEFORCE RTX 4050;14;2560;1600;208990;Windows 11 OS;a
885;973;Asus;Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop;66;13th Gen Intel Core i5 13500H;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;Intel Integrated Iris Xe;15,6;2880;1620;91560;Windows 11 OS;a
886;974;Lenovo;Thinkpad E14 20TA00J2IG Laptop;64;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;74000;Windows 11 OS;d
887;975;Lenovo;V15 G3 Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;51999;Windows 11 OS;a
888;976;Lenovo;V15 G3 ??82C7007SGE Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;31990;Windows 11 OS;a
889;977;Lenovo;IdeaPad 3 15ITL6 82H803HLIN Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;256GB;SSD;Intel Integrated UHD;15,6;1920;1080;32490;Windows 11 OS;a
890;978;Lenovo;IdeaPad 5 15ITL05 82FG01UUIN Laptop;64;Intel Core i7;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;2GB NVIDIA GeForce MX450;15,6;1920;1080;74888;Windows 11 OS;a
891;979;HP;Victus 16-d0302TX Gaming Laptop;71;11th Gen Intel Core i5 11400H ;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;16,1;1920;1080;66500;Windows 11 OS;a
892;980;Dell;?G16-7630 2023 Gaming Laptop;78;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16;2560;1600;156799;Windows 11 OS;a
893;981;Dell;2023 ?G16-7630 Gaming Laptop;82;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16;2560;1600;166899;Windows 11 OS;a
894;982;Dell;Inspiron 7430 IC7430FD64T001ORS1 Laptop;69;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;89990;Windows 11 OS;a
895;983;HP;Omen 17-cm2003TX Gaming Laptop;79;13th Gen Intel 7 13700HX ;16 Cores (8P + 8E), 24 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;17,3;2560;1440;171499;Windows 11 OS;a
896;984;HP;14s-dr3003TU 832T7PA Laptop;69;Intel Pentium Silver N6000;Quad Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1366;768;29999;Windows 11 OS;a
897;985;Lenovo;IdeaPad 3 15ITL6 82H8038WIN Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;35998;Windows 11 OS;b
898;986;Dell;Inspiron 15 3530 Laptop;69;13th Gen Intel Core i3 1305U;5 Cores (1P + 4E), 6 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;44989;Windows 11 OS;a
899;987;Acer;Aspire 3 A315-59 NX.K6TSI.00C Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics ;15,6;1920;1080;34990;Windows 11 OS;a
900;988;Infinix;INBook X2 Slim Series XL23 Laptop;60;11th Gen Intel Core i7 1195G7;Quad Core, 8 Threads;16GB;LPDDR4X;512GB;SSD;Intel Integrated Iris Xe;14;1920;1080;48990;Windows 11 OS;a
901;989;Dell;Inspiron 7430 IC7430PXXWC001ORS1 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;72990;Windows 11 OS;a
902;991;Dell;Inspiron 5430 IN54308TR2G001ORS1 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;71570;Windows 11 OS;a
903;992;HP;Victus 15-fb0137AX Gaming Laptop;67;5th Gen AMD Ryzen 7 5800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;74990;Windows 11 OS;a
904;993;Asus;Eeebook 15 E510MA-EJ011WS Laptop;69;Intel Celeron N4020;Dual Core, 2 Threads;8GB;DDR4;256GB;SSD;Intel UHD Integrated;15,6;1920;1080;25990;Windows 11 OS;a
905;994;HP;ProBook 445 G8 7K2J8PA Business Laptop;63;5th Gen AMD Ryzen 7 5800U;Octa Core, 16 Threads;8GB;DDR4;512GB;SSD;AMD Radeon;14;1920;1080;46490;DOS OS;a
906;995;Dell;Inspiron 5430 IN5430YXVW9M01ORS1 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;64590;Windows 11 OS;a
907;996;Dell;Inspiron 3530 IN3530NM1NN001ORS1 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;63990;Windows 11 OS;a
908;997;MSI;Creator Z17 HX Studio A13V Laptop;69;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4070;17;2560;1600;247999;Windows 11 OS;d
909;998;Dell;Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop;66;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;16;1920;1200;93990;Windows 11 OS;a
910;999;HP;Victus 15-fb0131AX Gaming Laptop;65;5th Gen AMD Ryzen 5 5600H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB AMD Radeon RX 5600M ;15,6;1920;1080;51990;Windows 11 OS;a
911;1000;Asus;Vivobook 16 2023 M1605YA-MB521WS Laptop;63;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;16;1920;1200;47990;Windows 11 OS;a
912;1001;Lenovo;V14 G3 82TSA01KIH Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;14;1920;1080;34390;DOS OS;a
913;1002;Acer;Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop;65;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;50990;Windows 11 OS;a
914;1003;HP;15s-fq3071TU Laptop;69;Intel Celeron  N4500;Dual Core, 2 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD Graphics;15;1366;768;28490;Windows 11  OS;a
915;1004;MSI;Katana 15 B12UDXK-1017IN Gaming Laptop;75;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;8GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 3050;15,6;1920;1080;79990;Windows 11 OS;b
916;1005;MSI;Katana 15 B12UDXK-1019IN Gaming Laptop;75;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 3050;15,6;1920;1080;79990;Windows 11 OS;b
917;1006;Acer;One 14 Z2-493 Business Laptop;69;3rd Gen AMD Ryzen 5 3500U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Radeon Graphics;14;1366;768;29990;Windows 11 OS;a
918;1007;HP;Victus 15-fb0135AX Gaming Laptop;64;5th Gen AMD Ryzen 5 5600H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;59990;Windows 11 OS;a
919;1008;Acer;Swift Edge 16 2023 Laptop;69;7th Gen AMD Ryzen 7040 Series 040;Octa Core, 16 Threads;16GB;LPDDR5;1TB;SSD;AMD Radeon AMD;16;3840;2400;107399;Windows 11 OS;a
920;1009;Dell;G15-5530 Gaming 2023 Laptop;76;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;15,6;1920;1080;129199;Windows 11 OS;a
921;1010;Dell;G15-5530 Gaming Laptop;73;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;119990;Windows 11 OS;a
922;1011;Dell;?G16-7630 Gaming Laptop;79;13th Gen Intel Core i9 13900HX ;24 Cores (8P + 16E), 32 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16;2560;1600;187490;Windows 11 OS;a
923;1012;Dell;G15-5530 2023 Gaming Laptop;75;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;125699;Windows 11 OS;a
924;1013;Acer;Aspire Vero AV14-52P NX.KJTSI.002 Laptop;69;13th Gen Intel Core i3 1315U;Hexa Core (2P + 4E), 8 Threads;16GB;LPDDR4X;512GB;SSD;Intel Integrated UHD;14;1920;1080;49990;Windows OS;a
925;1014;Acer;Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;56990;Windows 11 OS;a
926;1015;Asus;Vivobook 15X 2023 K3504VAB-NJ321WS Laptop;69;13th Gen ?Intel Core i3 1315U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Integrated Intel UHD Graphics;15,6;1920;1080;44990;Windows 11 OS;a
927;1016;Asus;TUF A15 FA577RM-HQ032WS Laptop;71;6th Gen AMD Ryzen 7 6800H;Octa Core, 16 Threads;16GB;DDR;1TB;SSD;6GB NVIDIA GeForce RTX 3060;15,6;2560;1440;110000;Windows 11  OS;a
928;1017;Asus;ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop;89;7th Gen AMD Ryzen 9 7940HS;Octa Core, 16 Threads;32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;14;2560;1600;189990;Windows 11 OS;a
929;1018;Asus;TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop;73;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;129990;Windows 11 OS;a
930;1019;Asus;TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop;84;7th Gen AMD Ryzen 9 7940HS;Octa Core, 16 Threads;16GB;DDR4;1TB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;131990;Windows 11 OS;a
